Date,Close,Open
2001-06-15,4.06436014175415,4.055059909820557
2001-06-18,3.999255895614624,4.06436014175415
2001-06-19,3.8783481121063232,4.027157783508301
2001-06-20,3.8690481185913086,3.8597469329833984
2001-06-21,3.720237970352173,3.8504459857940674
2001-06-22,3.720237970352173,3.720237970352173
2001-06-25,3.720237970352173,3.720237970352173
2001-06-26,3.7220981121063232,3.720237970352173
2001-06-27,3.6830360889434814,3.720237970352173
2001-06-28,3.6644349098205566,3.6830360889434814
2001-06-29,3.8411459922790527,3.6644349098205566
2001-07-02,3.6830360889434814,3.8411459922790527
2001-07-03,3.554687976837158,3.6737349033355713
2001-07-05,3.627232074737549,3.5807290077209473
2001-07-06,3.6123509407043457,3.617932081222534
2001-07-09,3.5621280670166016,3.6216518878936768
2001-07-10,3.3482139110565186,3.5621280670166016
2001-07-11,3.3668150901794434,3.3630950450897217
2001-07-12,3.3668150901794434,3.3668150901794434
2001-07-13,3.476562976837158,3.3854169845581055
2001-07-16,3.338913917541504,3.443079948425293
2001-07-17,3.271949052810669,3.320312976837158
2001-07-18,3.3184518814086914,3.2533481121063232
2001-07-19,3.3761160373687744,3.3370540142059326
2001-07-20,3.364954948425293,3.3668150901794434
2001-07-23,3.3482139110565186,3.364954948425293
2001-07-24,3.3482139110565186,3.329612970352173
2001-07-25,3.5714290142059326,3.3575150966644287
2001-07-26,3.5528268814086914,3.5528268814086914
2001-07-27,3.4356400966644287,3.524925947189331
2001-07-30,3.4393599033355713,3.4449400901794434
2001-07-31,3.3612349033355713,3.4486610889434814
2001-08-01,3.3482139110565186,3.379836082458496
2001-08-02,3.3854169845581055,3.3482139110565186
2001-08-03,3.338913917541504,3.392857074737549
2001-08-06,3.2738099098205566,3.320312976837158
2001-08-07,3.208704948425293,3.2738099098205566
2001-08-08,3.16034197807312,3.208704948425293
2001-08-09,3.0189731121063232,3.16034197807312
2001-08-10,3.022692918777466,3.0003719329833984
2001-08-13,2.9761900901794434,3.031994104385376
2001-08-14,3.00409197807312,2.9761900901794434
2001-08-15,3.1436009407043457,3.031994104385376
2001-08-16,3.1175599098205566,3.1473209857940674
2001-08-17,3.0970981121063232,3.1175599098205566
2001-08-20,3.1361610889434814,3.1063990592956543
2001-08-21,3.1063990592956543,3.154762029647827
2001-08-22,3.095237970352173,3.1063990592956543
2001-08-23,3.0654759407043457,3.085937976837158
2001-08-24,3.017112970352173,3.056175947189331
2001-08-27,3.0691959857940674,3.007812976837158
2001-08-28,3.0598959922790527,3.0598959922790527
2001-08-29,3.0543150901794434,3.041295051574707
2001-08-30,2.974329948425293,3.0431549549102783
2001-08-31,3.026413917541504,2.983630895614624
2001-09-04,3.110119104385376,3.026413917541504
2001-09-05,3.0691959857940674,3.100817918777466
2001-09-06,2.9947919845581055,3.0691959857940674
2001-09-07,2.948288917541504,2.9761900901794434
2001-09-10,2.896204948425293,2.929687976837158
2001-09-17,2.5855650901794434,2.8776040077209473
2001-09-18,2.6488099098205566,2.5669639110565186
2001-09-19,2.6041669845581055,2.641369104385376
2001-09-20,2.650670051574707,2.5855650901794434
2001-09-21,2.6041669845581055,2.632067918777466
2001-09-24,2.6041669845581055,2.641369104385376
2001-09-25,2.401413917541504,2.6041669845581055
2001-09-26,2.139137029647827,2.382812976837158
2001-09-27,2.1949400901794434,2.1205360889434814
2001-09-28,2.148437976837158,2.1949400901794434
2001-10-01,2.1130950450897217,2.148437976837158
2001-10-02,2.103795051574707,2.114954948425293
2001-10-03,2.2284231185913086,2.0926339626312256
2001-10-04,2.3121280670166016,2.2098209857940674
2001-10-05,2.1856400966644287,2.3307290077209473
2001-10-08,2.250744104385376,2.1763389110565186
2001-10-09,2.260045051574707,2.260045051574707
2001-10-10,2.364211082458496,2.2786459922790527
2001-10-11,2.5502231121063232,2.382812976837158
2001-10-12,2.436755895614624,2.5316219329833984
2001-10-15,2.353050947189331,2.4181549549102783
2001-10-16,2.3456099033355713,2.334449052810669
2001-10-17,2.3251490592956543,2.3623509407043457
2001-10-18,2.34375,2.34375
2001-10-19,2.353050947189331,2.334449052810669
2001-10-22,2.3995540142059326,2.3623509407043457
2001-10-23,2.4386160373687744,2.4181549549102783
2001-10-24,2.421875,2.4386160373687744
2001-10-25,2.5111610889434814,2.4181549549102783
2001-10-26,2.557663917541504,2.509300947189331
2001-10-29,2.529762029647827,2.544642925262451
2001-10-30,2.4832589626312256,2.539062976837158
2001-10-31,2.436755895614624,2.4832589626312256
2001-11-01,2.4181549549102783,2.4181549549102783
2001-11-02,2.4832589626312256,2.4181549549102783
2001-11-05,2.5669639110565186,2.5
2001-11-06,2.5520830154418945,2.557663917541504
2001-11-07,2.533482074737549,2.5520830154418945
2001-11-08,2.5223209857940674,2.5223209857940674
2001-11-09,2.548362970352173,2.5037200450897217
2001-11-12,2.539062976837158,2.5669639110565186
2001-11-13,2.533482074737549,2.539062976837158
2001-11-14,2.514880895614624,2.533482074737549
2001-11-15,2.4200150966644287,2.4962799549102783
2001-11-16,2.446057081222534,2.5130209922790527
2001-11-19,2.529762029647827,2.446057081222534
2001-11-20,2.46465802192688,2.520461082458496
2001-11-21,2.45721697807312,2.4739580154418945
2001-11-23,2.460937976837158,2.455357074737549
2001-11-26,2.455357074737549,2.460937976837158
2001-11-27,2.436755895614624,2.442336082458496
2001-11-28,2.4200150966644287,2.4348959922790527
2001-11-29,2.382812976837158,2.4200150966644287
2001-11-30,2.3456099033355713,2.3363099098205566
2001-12-03,2.3251490592956543,2.3270089626312256
2001-12-04,2.3251490592956543,2.3065481185913086
2001-12-05,2.451637029647827,2.34375
2001-12-06,2.436755895614624,2.46465802192688
2001-12-07,2.46465802192688,2.4181549549102783
2001-12-10,2.455357074737549,2.4739580154418945
2001-12-11,2.4739580154418945,2.446057081222534
2001-12-12,2.46465802192688,2.46465802192688
2001-12-13,2.466517925262451,2.46465802192688
2001-12-14,2.45721697807312,2.470237970352173
2001-12-17,2.451637029647827,2.46465802192688
2001-12-18,2.4720981121063232,2.446057081222534
